symbol,name,market,sector,industry,theme,note
3807.T,フィスコ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3810.T,サイバーステップホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3815.T,メディア工房,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3816.T,大和コンピューター,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3817.T,ＳＲＡホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3823.T,ＴＨＥ ＷＨＹ ＨＯＷ ＤＯ ＣＯＭＰＡＮＹ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3825.T,リミックスポイント,JP,小売業,小売,小売業,スタンダード（内国株式）
3826.T,システムインテグレータ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3834.T,朝日ネット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3835.T,ｅＢＡＳＥ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3836.T,アバントグループ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3837.T,アドソル日進,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3839.T,ＯＤＫソリューションズ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3840.T,パス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3841.T,ジーダット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3842.T,ネクストジェン,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3843.T,フリービット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3844.T,コムチュア,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3845.T,アイフリークモバイル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3848.T,データ・アプリケーション,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3850.T,エヌ・ティ・ティ・データ・イントラマート,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3851.T,日本一ソフトウェア,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3853.T,アステリア,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3854.T,アイル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3856.T,Ａｂａｌａｎｃｅ,JP,電気機器,電機・精密,電気機器,スタンダード（内国株式）
3858.T,ユビキタスＡＩ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3861.T,王子ホールディングス,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3863.T,日本製紙,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3864.T,三菱製紙,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3865.T,北越コーポレーション,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
386A.T,みのや,JP,小売業,小売,小売業,スタンダード（内国株式）
3877.T,中越パルプ工業,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3878.T,巴川コーポレーション,JP,化学,素材・化学,化学,スタンダード（内国株式）
387A.T,フラー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3880.T,大王製紙,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3891.T,ニッポン高度紙工業,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3892.T,岡山製紙,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3895.T,ハビックス,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3896.T,阿波製紙,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3900.T,クラウドワークス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3901.T,マークラインズ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3903.T,ｇｕｍｉ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3904.T,カヤック,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3905.T,データセクション,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3907.T,シリコンスタジオ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3908.T,コラボス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3909.T,ショーケース,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3910.T,エムケイシステム,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3911.T,Ａｉｍｉｎｇ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3912.T,モバイルファクトリー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3913.T,ＧｒｅｅｎＢｅｅ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3914.T,ＪＩＧ－ＳＡＷ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3915.T,テラスカイ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3916.T,デジタル・インフォメーション・テクノロジー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3917.T,アイリッジ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3918.T,ＰＣＩホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3920.T,アイビーシー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3921.T,ネオジャパン,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3922.T,ＰＲ ＴＩＭＥＳ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3923.T,ラクス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3925.T,ダブルスタンダード,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3926.T,オープンドア,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3927.T,フーバーブレイン,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3928.T,マイネット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3929.T,ソーシャルワイヤー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3930.T,はてな,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3931.T,バリューゴルフ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3932.T,アカツキ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3933.T,チエル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3934.T,ベネフィットジャパン,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3935.T,エディア,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3936.T,グローバルウェイ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3937.T,Ｕｂｉｃｏｍホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3939.T,カナミックネットワーク,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3940.T,ノムラシステムコーポレーション,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3941.T,レンゴー,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3943.T,大石産業,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3944.T,古林紙工,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3945.T,スーパーバッグ,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3946.T,トーモク,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3947.T,ダイナパック,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3948.T,光ビジネスフォーム,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3950.T,ザ・パック,JP,パルプ・紙,素材・化学,パルプ・紙,プライム（内国株式）
3951.T,朝日印刷,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3953.T,大村紙業,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3954.T,昭和パックス,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3955.T,イムラ,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3958.T,笹徳印刷,JP,パルプ・紙,素材・化学,パルプ・紙,スタンダード（内国株式）
3962.T,チェンジホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3963.T,シンクロ・フード,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3964.T,オークネット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3965.T,キャピタル・アセット・プランニング,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3967.T,エルテス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3968.T,セグエグループ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3969.T,エイトレッド,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3970.T,イノベーション,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3974.T,ＳＣＡＴ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3976.T,シャノン,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3979.T,うるる,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3981.T,ビーグリー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3983.T,オロ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3984.T,ユーザーローカル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3985.T,テモナ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3986.T,ビーブレイクシステムズ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3987.T,エコモット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3988.T,ＳＹＳホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3989.T,シェアリングテクノロジー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3991.T,ウォンテッドリー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
3992.T,ニーズウェル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3993.T,ＰＫＳＨＡ Ｔｅｃｈｎｏｌｏｇｙ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3994.T,マネーフォワード,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
3996.T,サインポスト,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3997.T,トレードワークス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
3998.T,すららネット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4004.T,レゾナック・ホールディングス,JP,化学,素材・化学,化学,プライム（内国株式）
4005.T,住友化学,JP,化学,素材・化学,化学,プライム（内国株式）
4008.T,住友精化,JP,化学,素材・化学,化学,プライム（内国株式）
4011.T,ヘッドウォータース,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4012.T,アクシス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4013.T,勤次郎,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4014.T,カラダノート,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4015.T,ペイクラウドホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4016.T,ＭＩＴホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4017.T,クリーマ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4019.T,スタメン,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4020.T,ビートレンド,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4021.T,日産化学,JP,化学,素材・化学,化学,プライム（内国株式）
4022.T,ラサ工業,JP,化学,素材・化学,化学,プライム（内国株式）
4023.T,クレハ,JP,化学,素材・化学,化学,プライム（内国株式）
4025.T,多木化学,JP,化学,素材・化学,化学,プライム（内国株式）
4026.T,神島化学工業,JP,ガラス・土石製品,建設・資材,ガラス・土石製品,スタンダード（内国株式）
4027.T,テイカ,JP,化学,素材・化学,化学,プライム（内国株式）
4028.T,石原産業,JP,化学,素材・化学,化学,プライム（内国株式）
402A.T,アクセルスペースホールディングス,JP,輸送用機器,自動車・輸送機,輸送用機器,グロース（内国株式）
4031.T,片倉コープアグリ,JP,化学,素材・化学,化学,スタンダード（内国株式）
4040.T,南海化学,JP,化学,素材・化学,化学,スタンダード（内国株式）
4041.T,日本曹達,JP,化学,素材・化学,化学,プライム（内国株式）
4042.T,東ソー,JP,化学,素材・化学,化学,プライム（内国株式）
4043.T,トクヤマ,JP,化学,素材・化学,化学,プライム（内国株式）
4044.T,セントラル硝子,JP,化学,素材・化学,化学,プライム（内国株式）
4045.T,東亞合成,JP,化学,素材・化学,化学,プライム（内国株式）
4046.T,大阪ソーダ,JP,化学,素材・化学,化学,プライム（内国株式）
4047.T,関東電化工業,JP,化学,素材・化学,化学,プライム（内国株式）
4051.T,ＧＭＯフィナンシャルゲート,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4052.T,フィーチャ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4053.T,Ｓｕｎ Ａｓｔｅｒｉｓｋ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4054.T,日本情報クリエイト,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4055.T,ティアンドエスグループ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4056.T,ニューラルグループ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4057.T,インターファクトリー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4058.T,トヨクモ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4059.T,まぐまぐ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4060.T,ｒａｋｕｍｏ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4061.T,デンカ,JP,化学,素材・化学,化学,プライム（内国株式）
4062.T,イビデン,JP,電気機器,電機・精密,電気機器,プライム（内国株式）
4063.T,信越化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4064.T,日本カーバイド工業,JP,化学,素材・化学,化学,プライム（内国株式）
4068.T,ベイシス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4069.T,ＢｌｕｅＭｅｍｅ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4071.T,プラスアルファ・コンサルティング,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4072.T,電算システムホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4073.T,ジィ・シィ企画,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4074.T,ラキール,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4075.T,ブレインズテクノロジー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4076.T,シイエヌエス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4078.T,堺化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
407A.T,ＵＮＩＣＯＮホールディングス,JP,建設業,建設・資材,建設業,スタンダード（内国株式）
4082.T,第一稀元素化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4088.T,エア・ウォーター,JP,化学,素材・化学,化学,プライム（内国株式）
4091.T,日本酸素ホールディングス,JP,化学,素材・化学,化学,プライム（内国株式）
4092.T,日本化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4093.T,東邦アセチレン,JP,化学,素材・化学,化学,スタンダード（内国株式）
4094.T,日本化学産業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4095.T,日本パーカライジング,JP,化学,素材・化学,化学,プライム（内国株式）
4097.T,高圧ガス工業,JP,化学,素材・化学,化学,プライム（内国株式）
4098.T,チタン工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4099.T,四国化成ホールディングス,JP,化学,素材・化学,化学,プライム（内国株式）
409A.T,オリオンビール,JP,食料品,食品,食料品,プライム（内国株式）
4100.T,戸田工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4102.T,丸尾カルシウム,JP,化学,素材・化学,化学,スタンダード（内国株式）
4107.T,伊勢化学工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4109.T,ステラ ケミファ,JP,化学,素材・化学,化学,プライム（内国株式）
410A.T,ＧＭＯコマース,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
4112.T,保土谷化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4113.T,田岡化学工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4114.T,日本触媒,JP,化学,素材・化学,化学,プライム（内国株式）
4116.T,大日精化工業,JP,化学,素材・化学,化学,プライム（内国株式）
4118.T,カネカ,JP,化学,素材・化学,化学,プライム（内国株式）
4119.T,日本ピグメントホールディングス,JP,化学,素材・化学,化学,スタンダード（内国株式）
4120.T,スガイ化学工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4124.T,大阪油化工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4125.T,三和油化工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
414A.T,オーバーラップホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4151.T,協和キリン,JP,医薬品,医薬品,医薬品,プライム（内国株式）
415A.T,ＧＭＯ ＴＥＣＨホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
4165.T,プレイド,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4166.T,かっこ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4167.T,ココペリ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4168.T,ヤプリ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4169.T,ＥＮＥＣＨＡＮＧＥ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
416A.T,富士ユナイトホールディングス,JP,卸売業,商社・卸売,卸売業,スタンダード（内国株式）
4170.T,Ｋａｉｚｅｎ Ｐｌａｔｆｏｒｍ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4171.T,グローバルインフォメーション,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4172.T,Ｈｉクラテス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4174.T,アピリッツ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4175.T,ｃｏｌｙ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4176.T,ココナラ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4177.T,ｉ‐ｐｌｕｇ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4178.T,Ｓｈａｒｉｎｇ Ｉｎｎｏｖａｔｉｏｎｓ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4179.T,ジーネクスト,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
417A.T,ブルーゾーンホールディングス,JP,小売業,小売,小売業,プライム（内国株式）
4180.T,Ａｐｐｉｅｒ Ｇｒｏｕｐ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4182.T,三菱瓦斯化学,JP,化学,素材・化学,化学,プライム（内国株式）
4183.T,三井化学,JP,化学,素材・化学,化学,プライム（内国株式）
4186.T,東京応化工業,JP,化学,素材・化学,化学,プライム（内国株式）
4187.T,大阪有機化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4188.T,三菱ケミカルグループ,JP,化学,素材・化学,化学,プライム（内国株式）
4189.T,ＫＨネオケム,JP,化学,素材・化学,化学,プライム（内国株式）
4192.T,スパイダープラス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4193.T,ファブリカホールディングス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4194.T,ビジョナル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4196.T,ネオマーケティング,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4197.T,アスマーク,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4198.T,テンダ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4199.T,ワンダープラネット,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4202.T,ダイセル,JP,化学,素材・化学,化学,プライム（内国株式）
4203.T,住友ベークライト,JP,化学,素材・化学,化学,プライム（内国株式）
4204.T,積水化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4205.T,日本ゼオン,JP,化学,素材・化学,化学,プライム（内国株式）
4206.T,アイカ工業,JP,化学,素材・化学,化学,プライム（内国株式）
4208.T,ＵＢＥ,JP,化学,素材・化学,化学,プライム（内国株式）
4212.T,積水樹脂,JP,化学,素材・化学,化学,プライム（内国株式）
4216.T,旭有機材,JP,化学,素材・化学,化学,プライム（内国株式）
4218.T,ニチバン,JP,化学,素材・化学,化学,プライム（内国株式）
421A.T,ムービン・ストラテジック・キャリア,JP,サービス業,情報通信・サービスその他,サービス業,グロース（内国株式）
4220.T,リケンテクノス,JP,化学,素材・化学,化学,プライム（内国株式）
4221.T,大倉工業,JP,化学,素材・化学,化学,プライム（内国株式）
4222.T,児玉化学工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4224.T,ロンシール工業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4228.T,積水化成品工業,JP,化学,素材・化学,化学,プライム（内国株式）
4229.T,群栄化学工業,JP,化学,素材・化学,化学,プライム（内国株式）
4231.T,タイガースポリマー,JP,化学,素材・化学,化学,スタンダード（内国株式）
4234.T,サンエー化研,JP,化学,素材・化学,化学,スタンダード（内国株式）
4235.T,ウルトラファブリックス・ホールディングス,JP,化学,素材・化学,化学,スタンダード（内国株式）
4237.T,フジプレアム,JP,化学,素材・化学,化学,スタンダード（内国株式）
4238.T,ミライアル,JP,化学,素材・化学,化学,スタンダード（内国株式）
423A.T,ライオン事務器,JP,卸売業,商社・卸売,卸売業,スタンダード（内国株式）
4240.T,クラスターテクノロジー,JP,化学,素材・化学,化学,スタンダード（内国株式）
4241.T,アテクト,JP,化学,素材・化学,化学,スタンダード（内国株式）
4242.T,タカギセイコー,JP,化学,素材・化学,化学,スタンダード（内国株式）
4243.T,ニックス,JP,化学,素材・化学,化学,スタンダード（内国株式）
4245.T,ダイキアクシス,JP,化学,素材・化学,化学,スタンダード（内国株式）
4246.T,ダイキョーニシカワ,JP,化学,素材・化学,化学,プライム（内国株式）
4247.T,ポバール興業,JP,化学,素材・化学,化学,スタンダード（内国株式）
4248.T,竹本容器,JP,化学,素材・化学,化学,スタンダード（内国株式）
4249.T,森六,JP,化学,素材・化学,化学,プライム（内国株式）
4251.T,恵和,JP,化学,素材・化学,化学,プライム（内国株式）
4255.T,ＴＨＥＣＯＯ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4256.T,サインド,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4258.T,網屋,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4259.T,エクサウィザーズ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4260.T,ハイブリッドテクノロジーズ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4261.T,アジアクエスト,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4262.T,ニフティライフスタイル,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4263.T,サスメド,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4264.T,セキュア,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ ｆｏｒ ａ Ｇｌｏｂａｌ Ｓｏｃｉｅｔｙ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4270.T,ＢｅｅＸ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4272.T,日本化薬,JP,化学,素材・化学,化学,プライム（内国株式）
4274.T,細谷火工,JP,化学,素材・化学,化学,スタンダード（内国株式）
4275.T,カーリット,JP,化学,素材・化学,化学,プライム（内国株式）
4284.T,ソルクシーズ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4286.T,ＣＬホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
4287.T,ジャストプランニング,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
4288.T,アズジェント,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
428A.T,サイプレス・ホールディングス,JP,小売業,小売,小売業,スタンダード（内国株式）
4290.T,プレステージ・インターナショナル,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
4293.T,セプテーニ・ホールディングス,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
4299.T,ハイマックス,JP,情報・通信業,情報通信・サービスその他,情報・通信業,スタンダード（内国株式）
429A.T,テクセンドフォトマスク,JP,その他製品,情報通信・サービスその他,その他製品,プライム（内国株式）
4301.T,アミューズ,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
4307.T,野村総合研究所,JP,情報・通信業,情報通信・サービスその他,情報・通信業,プライム（内国株式）
4308.T,Ｊストリーム,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4310.T,ドリームインキュベータ,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
4316.T,ビーマップ,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
4317.T,レイ,JP,サービス業,情報通信・サービスその他,サービス業,スタンダード（内国株式）
4318.T,クイック,JP,サービス業,情報通信・サービスその他,サービス業,プライム（内国株式）
431A.T,ユーソナー,JP,情報・通信業,情報通信・サービスその他,情報・通信業,グロース（内国株式）
